alert_id,timestamp,machine_id,operator_id,task_id,alert_type,severity,source,message,recommended_action,resolved
AL000482,2025-05-14 12:28:00,M0017,OP0039,T00786,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000483,2025-05-14 12:38:00,M0017,OP0039,T00786,PROXIMITY,MEDIUM,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL000171,2025-05-14 12:49:00,M0009,OP0055,T00262,PROXIMITY,MEDIUM,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL001210,2025-05-15 06:00:00,M0011,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 40m).",Consider pausing operations until conditions improve.,True
AL000649,2025-05-15 12:12:00,M0029,OP0017,T00549,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000346,2025-05-15 12:29:00,M0029,OP0017,T00549,PROXIMITY,HIGH,safety_events,Unsafe reversing maneuver detected.,Reinforce spotter protocol for reversing operations.,True
AL000347,2025-05-15 13:27:00,M0029,OP0017,T00549,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000348,2025-05-15 13:39:00,M0029,OP0017,T00549,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000349,2025-05-15 14:47:00,M0029,OP0017,T00549,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001101,2025-05-15 16:32:42,M0029,OP0017,T00549,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000969,2025-05-16 04:35:18,M0019,OP0004,T00119,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000643,2025-05-16 09:59:00,M0038,OP0020,T00510,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000626,2025-05-16 12:06:00,M0003,OP0007,T00426,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL001072,2025-05-16 13:42:36,M0021,OP0007,T00444,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000326,2025-05-16 13:44:00,M0038,OP0020,T00510,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000681,2025-05-17 14:04:00,M0036,OP0011,T00713,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL001035,2025-05-17 14:25:30,M0040,OP0003,T00316,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001222,2025-05-17 19:00:00,M0033,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 170m).",Consider pausing operations until conditions improve.,False
AL001152,2025-05-17 20:46:54,M0036,OP0011,T00713,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001289,2025-05-18 06:00:00,M0022,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 228m).",Consider pausing operations until conditions improve.,True
AL000727,2025-05-18 10:00:00,M0015,OP0011,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL001280,2025-05-18 13:00:00,M0042,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 86m).",Consider pausing operations until conditions improve.,True
AL000088,2025-05-18 16:05:00,M0007,OP0005,T00144,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000089,2025-05-18 18:10:00,M0007,OP0005,T00144,PROXIMITY,LOW,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000978,2025-05-18 18:12:18,M0007,OP0005,T00144,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001212,2025-05-18 19:00:00,M0012,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 201m).",Consider pausing operations until conditions improve.,True
AL000915,2025-05-19 11:00:00,M0036,OP0027,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000154,2025-05-19 11:35:00,M0023,OP0052,T00237,UNUSUAL_BEHAVIOR,LOW,safety_events,Harsh braking event detected.,Review braking technique with operator.,True
AL001005,2025-05-19 15:40:12,M0023,OP0052,T00237,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000105,2025-05-20 10:09:00,M0002,OP0004,T00167,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000698,2025-05-20 10:41:00,M0017,OP0023,T00810,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000762,2025-05-20 13:00:00,M0014,OP0041,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000495,2025-05-20 13:46:00,M0017,OP0023,T00810,PROXIMITY,MEDIUM,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000710,2025-05-20 14:00:00,M0036,OP0041,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL001100,2025-05-20 14:41:54,M0015,OP0028,T00545,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000987,2025-05-20 16:02:30,M0002,OP0004,T00167,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000010,2025-05-20 16:44:00,M0008,OP0027,T00020,PROXIMITY,MEDIUM,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL000502,2025-05-20 17:19:00,M0010,OP0033,T00816,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000943,2025-05-20 17:45:42,M0008,OP0027,T00020,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001228,2025-05-20 19:00:00,M0001,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 296m).",Consider pausing operations until conditions improve.,True
AL001208,2025-05-20 19:00:00,M0020,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 172m).",Consider pausing operations until conditions improve.,True
AL001174,2025-05-20 19:40:06,M0017,OP0023,T00810,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000774,2025-05-21 06:00:00,M0001,OP0045,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000773,2025-05-21 06:00:00,M0001,OP0045,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000007,2025-05-21 09:59:00,M0036,OP0053,T00010,PROXIMITY,HIGH,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL000008,2025-05-21 10:31:00,M0036,OP0053,T00010,UNUSUAL_BEHAVIOR,LOW,safety_events,Harsh braking event detected.,Review braking technique with operator.,True
AL000939,2025-05-21 14:27:54,M0036,OP0053,T00010,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL001256,2025-05-22 06:00:00,M0021,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 105m).",Consider pausing operations until conditions improve.,True
AL000620,2025-05-22 09:29:00,M0021,OP0038,T00394,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000846,2025-05-22 10:00:00,M0042,OP0045,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000845,2025-05-22 10:00:00,M0042,OP0045,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL001058,2025-05-22 11:08:00,M0021,OP0038,T00394,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000268,2025-05-22 11:55:00,M0021,OP0038,T00394,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000269,2025-05-22 13:07:00,M0021,OP0038,T00394,PROXIMITY,LOW,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL000973,2025-05-22 14:47:54,M0034,OP0016,T00127,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000415,2025-05-22 16:43:00,M0004,OP0012,T00670,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000873,2025-05-23 08:00:00,M0027,OP0029,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000657,2025-05-23 10:54:00,M0027,OP0019,T00579,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000365,2025-05-23 11:20:00,M0027,OP0019,T00579,PROXIMITY,LOW,safety_events,Unsafe reversing maneuver detected.,Reinforce spotter protocol for reversing operations.,True
AL000812,2025-05-23 14:00:00,M0001,OP0011,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000366,2025-05-23 14:16:00,M0027,OP0019,T00579,PROXIMITY,LOW,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL001111,2025-05-23 22:01:36,M0027,OP0019,T00579,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000677,2025-05-24 11:41:00,M0007,OP0040,T00686,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL001219,2025-05-24 13:00:00,M0028,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 255m).",Consider pausing operations until conditions improve.,False
AL000421,2025-05-24 13:52:00,M0007,OP0040,T00686,UNUSUAL_BEHAVIOR,MEDIUM,safety_events,Machine speed exceeded safe operating threshold.,Coach operator on speed limits for this machine type.,True
AL000705,2025-05-24 14:07:00,M0039,OP0015,T00835,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000516,2025-05-24 14:48:00,M0039,OP0015,T00835,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001143,2025-05-24 16:15:42,M0007,OP0040,T00686,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001182,2025-05-24 20:44:36,M0039,OP0015,T00835,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL001070,2025-05-25 14:41:18,M0004,OP0024,T00434,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001091,2025-05-25 17:24:48,M0027,OP0003,T00521,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000766,2025-05-26 12:00:00,M0041,OP0046,,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000697,2025-05-26 12:14:00,M0029,OP0014,T00808,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000168,2025-05-26 15:05:00,M0018,OP0055,T00261,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001012,2025-05-26 17:22:42,M0018,OP0055,T00261,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000696,2025-05-27 06:16:00,M0039,OP0016,T00806,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000491,2025-05-27 06:41:00,M0039,OP0016,T00806,PROXIMITY,LOW,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000858,2025-05-27 08:00:00,M0037,OP0049,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000492,2025-05-27 08:11:00,M0039,OP0016,T00806,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000602,2025-05-27 14:14:00,M0033,OP0008,T00318,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000209,2025-05-27 15:27:00,M0033,OP0008,T00318,UNUSUAL_BEHAVIOR,LOW,safety_events,Harsh braking event detected.,Review braking technique with operator.,True
AL000210,2025-05-27 15:29:00,M0033,OP0008,T00318,UNUSUAL_BEHAVIOR,LOW,safety_events,Harsh braking event detected.,Review braking technique with operator.,True
AL001057,2025-05-27 16:18:54,M0023,OP0053,T00392,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001203,2025-05-27 19:00:00,M0042,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 163m).",Consider pausing operations until conditions improve.,True
AL001286,2025-05-28 06:00:00,M0025,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 210m).",Consider pausing operations until conditions improve.,True
AL000592,2025-05-28 12:59:00,M0031,OP0018,T00242,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000549,2025-05-28 14:42:00,M0023,OP0012,T00048,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000156,2025-05-28 14:49:00,M0031,OP0018,T00242,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000796,2025-05-28 15:00:00,M0017,OP0045,,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000950,2025-05-28 16:58:54,M0023,OP0012,T00048,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000034,2025-05-28 18:39:00,M0023,OP0012,T00048,UNUSUAL_BEHAVIOR,HIGH,safety_events,Machine speed exceeded safe operating threshold.,Coach operator on speed limits for this machine type.,True
AL001007,2025-05-28 19:36:06,M0031,OP0018,T00242,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000599,2025-05-29 09:46:00,M0036,OP0014,T00306,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000204,2025-05-29 11:02:00,M0036,OP0014,T00306,PROXIMITY,LOW,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL001031,2025-05-29 14:29:24,M0036,OP0014,T00306,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL001299,2025-05-30 06:00:00,M0037,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 242m).",Consider pausing operations until conditions improve.,False
AL000328,2025-05-30 18:03:00,M0038,OP0027,T00513,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001088,2025-05-30 20:44:12,M0038,OP0027,T00513,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001290,2025-05-31 06:00:00,M0015,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 218m).",Consider pausing operations until conditions improve.,False
AL001233,2025-05-31 06:00:00,M0023,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 94m).",Consider pausing operations until conditions improve.,True
AL000775,2025-05-31 08:00:00,M0030,OP0046,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000456,2025-05-31 08:14:00,M0011,OP0044,T00740,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000457,2025-05-31 09:35:00,M0011,OP0044,T00740,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000802,2025-05-31 12:00:00,M0030,OP0029,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000146,2025-05-31 12:08:00,M0010,OP0043,T00226,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000199,2025-06-01 09:16:00,M0002,OP0029,T00300,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000200,2025-06-01 09:20:00,M0002,OP0029,T00300,PROXIMITY,LOW,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL000125,2025-06-02 07:54:00,M0015,OP0007,T00195,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000792,2025-06-02 09:00:00,M0034,OP0029,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000908,2025-06-02 09:00:00,M0034,OP0009,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000993,2025-06-02 09:31:54,M0015,OP0007,T00195,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000864,2025-06-02 14:00:00,M0038,OP0045,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000930,2025-06-03 06:00:00,M0035,OP0045,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000085,2025-06-03 08:51:00,M0037,OP0006,T00143,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000086,2025-06-03 08:56:00,M0037,OP0006,T00143,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000087,2025-06-03 09:15:00,M0037,OP0006,T00143,UNUSUAL_BEHAVIOR,HIGH,safety_events,Machine speed exceeded safe operating threshold.,Coach operator on speed limits for this machine type.,False
AL000431,2025-06-03 09:46:00,M0002,OP0008,T00706,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000250,2025-06-03 11:18:00,M0017,OP0011,T00360,UNUSUAL_BEHAVIOR,LOW,safety_events,Harsh braking event detected.,Review braking technique with operator.,True
AL000432,2025-06-03 11:21:00,M0002,OP0008,T00706,PROXIMITY,HIGH,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL001151,2025-06-03 13:02:36,M0002,OP0008,T00706,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000714,2025-06-04 07:00:00,M0022,OP0046,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000857,2025-06-04 07:00:00,M0008,OP0011,,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000836,2025-06-04 14:00:00,M0023,OP0038,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000713,2025-06-04 14:00:00,M0007,OP0009,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000207,2025-06-04 17:41:00,M0016,OP0023,T00315,PROXIMITY,LOW,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000684,2025-06-05 08:36:00,M0010,OP0024,T00747,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000458,2025-06-05 09:47:00,M0010,OP0024,T00747,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000459,2025-06-05 10:47:00,M0010,OP0024,T00747,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000460,2025-06-05 11:39:00,M0010,OP0024,T00747,UNUSUAL_BEHAVIOR,MEDIUM,safety_events,Machine speed exceeded safe operating threshold.,Coach operator on speed limits for this machine type.,True
AL000731,2025-06-05 13:00:00,M0032,OP0038,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000461,2025-06-05 18:52:00,M0019,OP0025,T00748,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001160,2025-06-05 20:26:54,M0019,OP0025,T00748,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000726,2025-06-06 07:00:00,M0038,OP0007,,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000900,2025-06-06 09:00:00,M0011,OP0036,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL001229,2025-06-07 06:00:00,M0006,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 128m).",Consider pausing operations until conditions improve.,True
AL000874,2025-06-07 07:00:00,M0039,OP0011,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000553,2025-06-07 10:15:00,M0017,OP0010,T00065,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000245,2025-06-07 14:07:00,M0016,OP0036,T00357,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000246,2025-06-07 14:30:00,M0016,OP0036,T00357,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001300,2025-06-08 06:00:00,M0033,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 90m).",Consider pausing operations until conditions improve.,False
AL000777,2025-06-08 06:00:00,M0018,OP0052,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000719,2025-06-08 14:00:00,M0021,OP0015,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000748,2025-06-09 11:00:00,M0027,OP0041,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000835,2025-06-09 12:00:00,M0016,OP0045,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000660,2025-06-09 14:34:00,M0036,OP0025,T00598,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000659,2025-06-09 14:34:00,M0036,OP0025,T00598,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,False
AL000234,2025-06-09 15:02:00,M0004,OP0016,T00346,PROXIMITY,MEDIUM,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL000375,2025-06-09 16:07:00,M0036,OP0025,T00598,PROXIMITY,MEDIUM,safety_events,Unsafe reversing maneuver detected.,Reinforce spotter protocol for reversing operations.,True
AL000376,2025-06-09 16:39:00,M0036,OP0025,T00598,PROXIMITY,LOW,safety_events,Unsafe reversing maneuver detected.,Reinforce spotter protocol for reversing operations.,True
AL001116,2025-06-09 17:54:36,M0023,OP0017,T00591,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000609,2025-06-10 12:33:00,M0033,OP0041,T00344,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL001045,2025-06-10 23:55:00,M0033,OP0041,T00344,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000184,2025-06-11 09:38:00,M0032,OP0019,T00289,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
